Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 Egzaminas
Vardas50020 Pavarde50020 3 6 6 10 9 10 8 1 9 3
Vardas50021 Pavarde50021 3 8 1 4 2 4 6 3 4 6
Vardas50022 Pavarde50022 4 7 3 5 7 2 9 2 6 4
Vardas50023 Pavarde50023 3 10 7 7 2 6 5 10 10 5
Vardas50024 Pavarde50024 6 7 2 8 4 2 4 3 3 5
Vardas50025 Pavarde50025 2 6 8 10 7 4 3 4 5 7
Vardas50026 Pavarde50026 8 1 4 3 5 7 4 1 4 7
Vardas50027 Pavarde50027 6 4 4 9 5 10 9 1 9 7
Vardas50028 Pavarde50028 10 9 2 8 4 3 2 10 5 6
Vardas50029 Pavarde50029 4 9 7 8 1 2 5 7 4 9
Vardas50030 Pavarde50030 3 2 9 1 10 10 7 4 1 10
Vardas50031 Pavarde50031 9 8 7 3 1 6 7 9 2 9
Vardas50032 Pavarde50032 1 3 7 2 7 5 9 3 1 2
Vardas50033 Pavarde50033 3 8 8 3 4 3 1 9 6 2
Vardas50034 Pavarde50034 2 2 4 10 10 8 1 8 1 3
Vardas50035 Pavarde50035 1 1 7 5 6 9 3 9 2 4
Vardas50036 Pavarde50036 8 8 3 2 1 9 1 5 6 8
Vardas50037 Pavarde50037 7 2 2 10 2 10 9 8 5 9
Vardas50038 Pavarde50038 9 10 1 2 6 4 2 4 5 7
Vardas50039 Pavarde50039 7 1 9 9 7 1 10 2 5 4
Vardas50040 Pavarde50040 5 6 4 10 3 3 9 4 5 9
Vardas50041 Pavarde50041 5 4 4 2 1 5 2 3 5 7
Vardas50042 Pavarde50042 5 3 10 2 6 10 9 6 1 7
Vardas50043 Pavarde50043 10 2 9 9 4 3 2 8 6 1
Vardas50044 Pavarde50044 9 7 8 5 5 5 4 3 6 4
Vardas50045 Pavarde50045 6 10 9 10 2 4 2 8 4 9
Vardas50046 Pavarde50046 6 1 9 10 1 3 10 4 6 5
Vardas50047 Pavarde50047 8 8 6 7 3 3 8 2 1 4
Vardas50048 Pavarde50048 10 1 9 10 5 5 10 9 1 6
Vardas50049 Pavarde50049 7 3 5 5 2 1 2 4 9 5
Vardas50050 Pavarde50050 6 9 2 8 9 7 2 9 7 5
Vardas50051 Pavarde50051 7 10 10 10 4 3 1 5 5 4
Vardas50052 Pavarde50052 10 6 3 9 9 3 9 5 8 9
Vardas50053 Pavarde50053 10 10 2 9 8 9 6 3 4 4
Vardas50054 Pavarde50054 1 2 10 6 9 7 1 5 2 6
Vardas50055 Pavarde50055 5 5 9 1 4 3 6 6 5 5
Vardas50056 Pavarde50056 8 4 7 9 7 8 5 1 5 5
Vardas50057 Pavarde50057 1 5 3 9 3 3 7 1 2 9
Vardas50058 Pavarde50058 10 10 9 5 10 2 3 3 1 9
Vardas50059 Pavarde50059 9 8 5 4 4 6 7 5 2 6
Vardas50060 Pavarde50060 1 10 6 9 3 10 4 2 2 3
Vardas50061 Pavarde50061 5 5 1 5 9 9 1 10 6 10
Vardas50062 Pavarde50062 5 4 7 10 9 4 5 6 9 10
Vardas50063 Pavarde50063 1 9 8 8 1 1 6 9 1 5
Vardas50064 Pavarde50064 1 9 6 4 1 4 10 3 9 1
Vardas50065 Pavarde50065 8 7 3 6 5 3 8 1 4 10
Vardas50066 Pavarde50066 6 9 2 3 10 7 7 10 10 5
Vardas50067 Pavarde50067 7 9 3 7 2 6 5 6 1 4
Vardas50068 Pavarde50068 6 10 6 10 3 10 9 7 10 10
Vardas50069 Pavarde50069 3 2 7 10 5 10 3 7 7 5
Vardas50070 Pavarde50070 9 1 6 7 7 10 8 4 3 6
Vardas50071 Pavarde50071 6 6 3 9 8 9 6 6 4 4
Vardas50072 Pavarde50072 1 10 9 3 5 5 1 4 7 4
Vardas50073 Pavarde50073 1 10 9 3 7 8 2 5 8 8
Vardas50074 Pavarde50074 4 10 1 2 8 4 10 5 1 8
Vardas50075 Pavarde50075 6 4 8 10 6 1 5 8 3 10
Vardas50076 Pavarde50076 10 10 1 5 5 5 5 4 6 8
Vardas50077 Pavarde50077 10 2 4 10 10 7 10 9 1 1
Vardas50078 Pavarde50078 8 2 4 5 10 3 2 1 10 9
Vardas50079 Pavarde50079 2 3 9 4 7 3 2 2 6 1
Vardas50080 Pavarde50080 6 4 10 8 9 5 9 10 9 10
Vardas50081 Pavarde50081 2 10 2 2 1 7 1 10 7 9
Vardas50082 Pavarde50082 5 6 2 5 9 8 10 4 4 8
Vardas50083 Pavarde50083 8 9 7 6 10 1 7 2 10 3
Vardas50084 Pavarde50084 1 4 2 7 1 8 5 2 5 9
Vardas50085 Pavarde50085 3 8 3 7 7 9 2 8 3 10
Vardas50086 Pavarde50086 5 5 4 5 5 1 1 2 2 8
Vardas50087 Pavarde50087 4 10 9 6 1 5 3 9 1 10
Vardas50088 Pavarde50088 2 4 3 10 9 9 2 3 9 8
Vardas50089 Pavarde50089 1 4 4 9 6 10 8 10 1 2
Vardas50090 Pavarde50090 9 5 10 2 2 1 7 4 4 10
Vardas50091 Pavarde50091 9 5 8 4 2 7 10 1 3 7
Vardas50092 Pavarde50092 3 7 10 9 4 10 9 2 2 5
Vardas50093 Pavarde50093 3 2 10 9 7 8 10 8 9 4
Vardas50094 Pavarde50094 10 3 7 5 5 10 3 4 3 2
Vardas50095 Pavarde50095 7 6 3 8 6 6 7 9 3 2
Vardas50096 Pavarde50096 3 7 8 9 4 5 5 1 9 9
Vardas50097 Pavarde50097 3 6 4 10 4 4 1 6 9 7
Vardas50098 Pavarde50098 5 4 2 8 7 4 8 5 4 7
Vardas50099 Pavarde50099 6 3 1 4 9 4 4 4 7 7
Vardas50100 Pavarde50100 2 1 6 5 6 6 9 4 2 2
Vardas50101 Pavarde50101 1 5 9 8 6 9 2 6 2 6
Vardas50102 Pavarde50102 6 2 1 4 8 8 5 10 1 10
Vardas50103 Pavarde50103 3 6 6 3 8 9 9 1 1 6
Vardas50104 Pavarde50104 4 2 6 4 6 5 8 6 2 1
Vardas50105 Pavarde50105 2 1 7 6 1 4 4 8 10 9
Vardas50106 Pavarde50106 9 10 8 1 7 3 3 6 2 4
Vardas50107 Pavarde50107 3 4 9 9 7 3 9 4 4 2
Vardas50108 Pavarde50108 2 9 4 6 4 8 4 7 4 5
Vardas50109 Pavarde50109 7 8 4 8 8 9 2 4 2 8
Vardas50110 Pavarde50110 6 10 9 3 8 8 5 10 8 1
Vardas50111 Pavarde50111 8 2 10 9 8 7 9 2 10 1
Vardas50112 Pavarde50112 3 8 5 4 6 10 5 5 2 9
Vardas50113 Pavarde50113 5 10 2 1 3 6 4 3 1 2
Vardas50114 Pavarde50114 8 1 3 10 2 3 10 6 3 3
Vardas50115 Pavarde50115 7 8 9 5 7 6 4 5 1 9
Vardas50116 Pavarde50116 1 4 10 3 10 10 4 1 9 9
Vardas50117 Pavarde50117 2 4 1 3 2 2 5 6 8 2
Vardas50118 Pavarde50118 10 3 2 4 2 4 10 4 10 8
Vardas50119 Pavarde50119 8 2 9 1 2 7 5 9 2 5
Vardas50120 Pavarde50120 1 9 1 6 9 1 2 3 2 10
Vardas50121 Pavarde50121 9 2 2 5 7 2 6 7 6 10
Vardas50122 Pavarde50122 5 3 9 4 9 9 4 8 7 4
Vardas50123 Pavarde50123 6 4 10 6 6 8 2 6 4 2
Vardas50124 Pavarde50124 4 2 10 9 6 2 4 4 3 8
Vardas50125 Pavarde50125 3 7 3 1 5 1 2 9 8 10
Vardas50126 Pavarde50126 1 5 5 7 1 3 5 2 6 10
Vardas50127 Pavarde50127 3 2 9 5 8 6 3 1 2 1
Vardas50128 Pavarde50128 7 10 2 5 5 9 6 5 4 4
Vardas50129 Pavarde50129 8 1 6 2 6 8 4 8 9 3
Vardas50130 Pavarde50130 10 8 6 3 2 1 8 7 3 3
Vardas50131 Pavarde50131 3 7 7 9 9 4 4 1 7 3
Vardas50132 Pavarde50132 7 4 1 5 1 1 6 2 5 2
Vardas50133 Pavarde50133 6 3 6 4 7 7 1 1 1 2
Vardas50134 Pavarde50134 5 3 6 7 5 10 9 2 5 10
Vardas50135 Pavarde50135 8 4 7 1 8 4 2 9 4 10
Vardas50136 Pavarde50136 9 7 8 7 6 4 7 8 5 3
Vardas50137 Pavarde50137 7 9 2 5 1 9 10 6 2 1
Vardas50138 Pavarde50138 2 7 4 4 1 4 9 8 7 9
Vardas50139 Pavarde50139 2 10 5 6 5 1 5 9 10 10
Vardas50140 Pavarde50140 6 5 9 2 9 2 5 9 1 4
Vardas50141 Pavarde50141 4 7 6 10 7 8 3 4 3 6
Vardas50142 Pavarde50142 2 7 6 8 9 7 1 10 4 6
Vardas50143 Pavarde50143 1 9 2 10 4 4 9 4 3 10
Vardas50144 Pavarde50144 2 7 1 1 3 6 10 2 10 8
Vardas50145 Pavarde50145 7 6 5 8 10 2 10 10 8 9
Vardas50146 Pavarde50146 5 10 6 6 2 8 9 5 9 4
Vardas50147 Pavarde50147 2 10 3 5 1 2 3 5 9 2
Vardas50148 Pavarde50148 10 9 6 2 10 5 1 5 5 2
Vardas50149 Pavarde50149 1 1 7 9 1 8 1 7 8 5
Vardas50150 Pavarde50150 4 3 7 8 4 7 1 8 9 4
Vardas50151 Pavarde50151 9 7 1 6 8 5 6 9 7 6
Vardas50152 Pavarde50152 3 9 1 5 4 2 2 8 3 10
Vardas50153 Pavarde50153 8 3 10 1 9 9 9 7 1 5
Vardas50154 Pavarde50154 3 9 1 10 7 3 3 1 9 6
Vardas50155 Pavarde50155 10 4 5 6 2 4 2 8 4 8
Vardas50156 Pavarde50156 7 6 5 10 4 5 4 5 5 7
Vardas50157 Pavarde50157 5 3 6 9 2 8 3 2 3 6
Vardas50158 Pavarde50158 7 9 3 8 2 8 10 5 1 5
Vardas50159 Pavarde50159 9 3 2 10 10 5 4 6 10 4
Vardas50160 Pavarde50160 5 4 1 9 10 1 5 2 2 1
Vardas50161 Pavarde50161 3 8 7 4 8 6 10 7 2 7
Vardas50162 Pavarde50162 5 2 10 10 9 10 7 8 3 8
Vardas50163 Pavarde50163 10 8 6 2 2 9 10 2 7 3
Vardas50164 Pavarde50164 7 4 8 6 5 1 6 8 3 2
Vardas50165 Pavarde50165 3 5 6 6 7 8 10 1 7 7
Vardas50166 Pavarde50166 9 8 1 4 6 8 8 3 5 3
Vardas50167 Pavarde50167 4 3 1 3 3 10 9 7 5 3
Vardas50168 Pavarde50168 3 10 1 8 9 4 7 3 2 9
Vardas50169 Pavarde50169 10 10 6 8 6 2 7 5 5 1
Vardas50170 Pavarde50170 3 6 9 9 5 10 3 4 4 6
Vardas50171 Pavarde50171 1 3 2 8 9 2 5 4 7 5
Vardas50172 Pavarde50172 6 5 2 3 1 1 7 5 2 8
Vardas50173 Pavarde50173 2 8 6 2 10 4 4 4 3 4
Vardas50174 Pavarde50174 1 8 3 7 1 8 2 5 2 1
Vardas50175 Pavarde50175 4 5 2 7 5 4 9 3 5 6
Vardas50176 Pavarde50176 6 2 7 3 5 2 9 5 10 6
Vardas50177 Pavarde50177 8 4 4 1 8 10 7 9 2 4
Vardas50178 Pavarde50178 2 6 6 9 6 7 4 5 8 7
Vardas50179 Pavarde50179 9 9 2 8 7 3 2 3 9 1
Vardas50180 Pavarde50180 10 8 1 9 8 1 6 2 5 2
Vardas50181 Pavarde50181 2 7 4 2 1 2 7 10 4 10
Vardas50182 Pavarde50182 5 6 2 9 4 1 5 9 10 10
Vardas50183 Pavarde50183 7 8 5 7 4 7 9 5 8 10
Vardas50184 Pavarde50184 8 6 1 1 1 5 4 9 4 8
Vardas50185 Pavarde50185 10 8 3 3 5 1 6 3 5 2
Vardas50186 Pavarde50186 3 2 7 1 6 1 3 9 7 2
Vardas50187 Pavarde50187 1 4 4 3 6 4 3 10 7 7
Vardas50188 Pavarde50188 3 4 10 6 5 5 8 1 10 5
Vardas50189 Pavarde50189 4 8 2 7 2 6 4 3 6 6
Vardas50190 Pavarde50190 1 4 3 9 7 4 6 1 4 7
Vardas50191 Pavarde50191 6 8 7 1 6 5 8 2 7 7
Vardas50192 Pavarde50192 1 8 9 5 10 1 1 7 8 7
Vardas50193 Pavarde50193 8 10 4 8 2 1 10 10 9 1
Vardas50194 Pavarde50194 10 9 8 5 6 7 8 4 9 10
Vardas50195 Pavarde50195 4 2 1 8 10 9 8 1 7 3
Vardas50196 Pavarde50196 1 6 10 8 4 4 2 7 5 10
Vardas50197 Pavarde50197 8 2 9 9 4 8 10 6 1 2
Vardas50198 Pavarde50198 2 1 9 10 3 7 5 6 4 7
Vardas50199 Pavarde50199 7 3 9 5 2 1 4 5 2 2
Vardas50200 Pavarde50200 10 10 1 2 5 7 2 6 9 10
Vardas50201 Pavarde50201 8 9 3 2 3 4 9 4 8 1
Vardas50202 Pavarde50202 3 5 1 6 7 6 8 7 7 1
Vardas50203 Pavarde50203 10 6 3 2 1 10 2 4 7 1
Vardas50204 Pavarde50204 1 4 1 8 10 9 2 1 6 4
Vardas50205 Pavarde50205 7 8 5 4 4 10 6 2 3 4
Vardas50206 Pavarde50206 9 2 9 2 5 3 4 2 4 4
Vardas50207 Pavarde50207 3 2 3 2 1 5 8 3 1 8
Vardas50208 Pavarde50208 2 7 4 4 9 8 5 8 10 8
Vardas50209 Pavarde50209 7 8 8 6 1 8 3 10 5 10
Vardas50210 Pavarde50210 7 9 7 1 9 8 5 7 8 8
Vardas50211 Pavarde50211 6 6 7 4 8 7 3 7 1 2
Vardas50212 Pavarde50212 8 3 9 5 6 3 5 1 3 2
Vardas50213 Pavarde50213 4 4 8 3 9 1 4 7 8 1
Vardas50214 Pavarde50214 7 9 1 10 8 4 3 6 1 1
Vardas50215 Pavarde50215 1 3 7 10 9 1 6 1 5 8
Vardas50216 Pavarde50216 3 5 10 5 3 1 7 3 7 7
Vardas50217 Pavarde50217 6 2 7 5 9 10 7 6 2 8
Vardas50218 Pavarde50218 8 1 10 6 6 5 2 2 4 7
Vardas50219 Pavarde50219 3 6 5 2 4 5 5 7 8 5
Vardas50220 Pavarde50220 6 1 1 7 2 8 1 5 5 6
Vardas50221 Pavarde50221 2 4 5 6 9 5 7 8 5 2
Vardas50222 Pavarde50222 9 5 2 5 3 10 8 7 4 9
Vardas50223 Pavarde50223 3 7 6 2 10 5 7 3 5 6
Vardas50224 Pavarde50224 6 8 1 7 7 2 1 10 8 10
Vardas50225 Pavarde50225 5 7 4 7 5 5 10 4 10 6
Vardas50226 Pavarde50226 8 1 6 9 10 1 10 7 4 10
Vardas50227 Pavarde50227 5 9 1 4 3 7 5 7 4 9
Vardas50228 Pavarde50228 3 3 9 1 4 5 5 8 6 5
Vardas50229 Pavarde50229 3 6 1 7 7 3 2 5 4 6
Vardas50230 Pavarde50230 3 7 2 5 8 1 2 9 2 7
Vardas50231 Pavarde50231 2 4 1 7 1 4 7 3 7 5
Vardas50232 Pavarde50232 4 6 9 4 1 3 6 8 2 9
Vardas50233 Pavarde50233 4 4 2 5 4 8 10 1 6 9
Vardas50234 Pavarde50234 5 8 5 10 5 2 7 7 10 9
Vardas50235 Pavarde50235 10 1 5 3 9 10 7 7 3 7
Vardas50236 Pavarde50236 5 7 1 6 7 1 10 7 7 5
Vardas50237 Pavarde50237 4 5 8 5 3 10 5 1 8 7
Vardas50238 Pavarde50238 4 4 3 2 5 10 3 4 2 1
Vardas50239 Pavarde50239 4 4 7 2 10 5 4 9 4 7
Vardas50240 Pavarde50240 7 8 3 2 8 5 10 10 8 2
Vardas50241 Pavarde50241 8 8 6 6 3 3 7 6 5 1
Vardas50242 Pavarde50242 3 4 10 6 6 2 6 8 7 8
Vardas50243 Pavarde50243 8 10 9 1 10 2 1 10 2 3
Vardas50244 Pavarde50244 9 8 3 10 10 7 7 7 4 7
Vardas50245 Pavarde50245 1 6 3 9 8 6 5 8 6 8
Vardas50246 Pavarde50246 6 10 6 8 6 4 5 10 8 8
Vardas50247 Pavarde50247 1 9 3 9 1 8 3 4 2 5
Vardas50248 Pavarde50248 1 5 8 10 8 1 9 10 8 10
Vardas50249 Pavarde50249 8 10 4 3 10 9 7 7 5 8
Vardas50250 Pavarde50250 1 5 5 4 2 8 1 10 7 7
Vardas50251 Pavarde50251 2 6 4 2 5 3 7 3 5 6
Vardas50252 Pavarde50252 2 7 10 6 10 7 1 3 4 3
Vardas50253 Pavarde50253 6 10 2 9 8 6 2 4 2 3
Vardas50254 Pavarde50254 5 1 4 3 3 5 4 1 5 8
Vardas50255 Pavarde50255 5 3 9 2 2 2 1 4 5 9
Vardas50256 Pavarde50256 8 6 1 7 10 9 10 7 4 2
Vardas50257 Pavarde50257 7 2 6 10 8 3 4 5 6 10
Vardas50258 Pavarde50258 9 6 5 6 4 4 8 1 9 9
Vardas50259 Pavarde50259 4 9 10 4 4 10 9 8 8 2
Vardas50260 Pavarde50260 2 4 1 4 9 8 6 10 4 5
Vardas50261 Pavarde50261 2 3 3 5 6 1 1 4 2 8
Vardas50262 Pavarde50262 7 6 10 3 3 10 2 1 9 2
Vardas50263 Pavarde50263 6 8 3 4 2 3 6 4 7 8
Vardas50264 Pavarde50264 4 2 10 9 4 5 10 6 3 6
Vardas50265 Pavarde50265 8 2 1 10 2 2 7 6 4 10
Vardas50266 Pavarde50266 10 5 8 2 2 5 10 5 2 10
Vardas50267 Pavarde50267 7 1 3 2 3 1 5 3 5 2
Vardas50268 Pavarde50268 4 1 4 7 9 5 7 1 1 8
Vardas50269 Pavarde50269 10 7 4 10 2 4 9 2 10 10
Vardas50270 Pavarde50270 9 7 7 8 3 2 1 1 6 2
Vardas50271 Pavarde50271 3 7 8 4 2 7 5 9 9 8
Vardas50272 Pavarde50272 9 10 4 1 8 5 1 6 4 8
Vardas50273 Pavarde50273 9 5 5 4 3 5 1 10 3 8
Vardas50274 Pavarde50274 10 2 7 10 3 9 10 3 9 3
Vardas50275 Pavarde50275 10 10 4 6 3 7 2 10 3 7
Vardas50276 Pavarde50276 1 5 2 9 10 1 8 8 6 8
Vardas50277 Pavarde50277 1 4 2 3 5 2 9 5 9 10
Vardas50278 Pavarde50278 7 1 8 6 7 6 1 8 6 5
Vardas50279 Pavarde50279 7 9 2 1 1 3 8 2 10 9
Vardas50280 Pavarde50280 8 7 10 5 4 6 8 4 6 9
Vardas50281 Pavarde50281 3 9 1 10 4 5 10 4 10 8
Vardas50282 Pavarde50282 8 7 1 7 7 9 7 4 1 1
Vardas50283 Pavarde50283 1 8 3 9 1 10 8 6 5 7
Vardas50284 Pavarde50284 2 10 3 1 10 9 5 5 3 10
Vardas50285 Pavarde50285 8 8 1 7 2 8 7 8 6 7
Vardas50286 Pavarde50286 1 1 5 3 2 1 1 8 9 5
Vardas50287 Pavarde50287 7 9 3 9 5 5 10 4 7 2
Vardas50288 Pavarde50288 6 10 3 2 7 3 4 3 2 8
Vardas50289 Pavarde50289 6 6 10 1 4 2 1 1 4 6
Vardas50290 Pavarde50290 5 4 8 2 4 3 7 4 9 4
Vardas50291 Pavarde50291 7 6 10 5 10 10 3 9 5 4
Vardas50292 Pavarde50292 9 4 3 2 7 6 4 7 9 3
Vardas50293 Pavarde50293 3 4 8 7 2 2 9 4 6 8
Vardas50294 Pavarde50294 6 6 6 10 10 2 3 9 9 2
Vardas50295 Pavarde50295 8 4 9 1 10 3 4 1 6 3
Vardas50296 Pavarde50296 7 7 7 2 1 2 9 10 5 9
Vardas50297 Pavarde50297 7 2 6 1 4 7 3 4 7 1
Vardas50298 Pavarde50298 8 6 8 4 2 6 4 8 3 2
Vardas50299 Pavarde50299 10 5 7 5 6 7 1 3 4 6
Vardas50300 Pavarde50300 8 9 7 4 8 5 6 9 8 8
Vardas50301 Pavarde50301 3 4 5 6 10 4 2 4 7 5
Vardas50302 Pavarde50302 1 9 4 2 10 1 3 9 9 10
Vardas50303 Pavarde50303 8 2 3 7 2 7 3 5 6 9
Vardas50304 Pavarde50304 1 9 5 7 1 7 8 9 10 5
Vardas50305 Pavarde50305 10 1 6 7 7 4 4 7 2 3
Vardas50306 Pavarde50306 10 3 1 7 3 4 3 1 9 6
Vardas50307 Pavarde50307 10 4 2 8 9 1 5 4 6 2
Vardas50308 Pavarde50308 3 5 6 6 2 7 1 2 10 5
Vardas50309 Pavarde50309 3 10 2 2 7 6 2 5 6 9
Vardas50310 Pavarde50310 10 8 5 2 3 10 4 2 9 8
Vardas50311 Pavarde50311 6 2 2 9 8 3 10 10 7 3
Vardas50312 Pavarde50312 1 6 3 4 10 10 10 2 10 8
Vardas50313 Pavarde50313 7 7 8 2 2 5 2 5 10 2
Vardas50314 Pavarde50314 3 9 10 3 3 6 5 3 9 9
Vardas50315 Pavarde50315 6 8 3 6 2 8 5 2 4 7
Vardas50316 Pavarde50316 6 8 3 10 2 1 8 8 2 4
Vardas50317 Pavarde50317 3 7 7 9 1 5 1 8 6 9
Vardas50318 Pavarde50318 9 1 2 3 7 6 6 4 1 6
Vardas50319 Pavarde50319 3 7 5 3 3 6 2 9 10 3
Vardas50320 Pavarde50320 4 9 7 6 8 2 10 1 7 6
Vardas50321 Pavarde50321 7 10 4 6 8 4 8 3 10 10
Vardas50322 Pavarde50322 6 1 1 5 6 1 4 9 7 5
Vardas50323 Pavarde50323 5 9 9 2 4 6 4 4 5 4
Vardas50324 Pavarde50324 1 2 5 6 2 2 10 3 4 1
Vardas50325 Pavarde50325 1 3 4 3 7 7 9 6 5 3
Vardas50326 Pavarde50326 6 10 2 3 8 4 7 6 9 10
Vardas50327 Pavarde50327 9 4 9 3 9 10 7 4 4 5
Vardas50328 Pavarde50328 2 2 2 8 5 2 1 3 9 6
Vardas50329 Pavarde50329 6 2 2 1 9 5 6 10 1 6
Vardas50330 Pavarde50330 8 3 8 3 4 9 2 2 6 3
Vardas50331 Pavarde50331 10 6 9 2 4 3 10 2 6 7
Vardas50332 Pavarde50332 10 8 5 9 8 6 1 3 2 10
Vardas50333 Pavarde50333 1 4 2 10 5 10 5 8 3 6
Vardas50334 Pavarde50334 2 10 5 7 6 9 10 3 7 4
Vardas50335 Pavarde50335 5 7 8 6 5 5 3 8 1 7
Vardas50336 Pavarde50336 8 1 6 1 8 9 5 7 5 2
Vardas50337 Pavarde50337 10 2 1 3 8 6 8 9 4 7
Vardas50338 Pavarde50338 9 9 5 10 3 3 1 5 5 4
Vardas50339 Pavarde50339 6 10 2 2 1 1 6 5 1 8
Vardas50340 Pavarde50340 8 1 1 1 8 9 8 3 6 5
Vardas50341 Pavarde50341 8 7 9 7 4 3 2 7 4 10
Vardas50342 Pavarde50342 3 6 8 3 1 7 10 8 4 10
Vardas50343 Pavarde50343 4 2 1 3 5 3 3 7 2 2
Vardas50344 Pavarde50344 3 7 7 8 7 4 1 2 8 9
Vardas50345 Pavarde50345 1 5 10 3 2 6 6 1 10 2
Vardas50346 Pavarde50346 2 10 1 9 4 4 9 7 9 7
Vardas50347 Pavarde50347 4 8 10 3 8 6 4 5 1 8
Vardas50348 Pavarde50348 8 1 3 2 8 4 7 3 9 8
Vardas50349 Pavarde50349 1 8 4 6 5 7 2 1 6 9
Vardas50350 Pavarde50350 9 3 7 9 7 1 2 4 1 7
Vardas50351 Pavarde50351 2 7 7 3 7 7 4 6 9 9
Vardas50352 Pavarde50352 5 8 2 9 4 9 1 5 3 9
Vardas50353 Pavarde50353 3 3 10 6 10 9 1 5 7 7
Vardas50354 Pavarde50354 9 4 3 10 4 8 9 2 5 4
Vardas50355 Pavarde50355 3 3 2 7 8 10 4 6 9 1
Vardas50356 Pavarde50356 3 1 9 4 6 9 4 6 2 3
Vardas50357 Pavarde50357 9 1 2 10 3 1 4 4 7 9
Vardas50358 Pavarde50358 8 7 2 3 1 9 6 6 2 2
Vardas50359 Pavarde50359 10 2 7 1 6 2 9 7 6 5
Vardas50360 Pavarde50360 6 4 9 7 5 8 7 8 8 7
Vardas50361 Pavarde50361 2 2 3 10 1 7 3 5 7 3
Vardas50362 Pavarde50362 2 1 4 3 10 6 7 1 8 8
Vardas50363 Pavarde50363 9 5 8 2 2 8 4 8 2 10
Vardas50364 Pavarde50364 3 5 3 8 4 7 6 2 4 8
Vardas50365 Pavarde50365 7 9 9 1 6 4 4 1 8 5
Vardas50366 Pavarde50366 10 10 8 4 7 6 5 2 2 2
Vardas50367 Pavarde50367 5 2 5 8 7 8 1 7 3 7
Vardas50368 Pavarde50368 7 2 8 6 7 6 1 8 2 8
Vardas50369 Pavarde50369 9 9 1 8 1 6 3 3 1 1
Vardas50370 Pavarde50370 5 8 10 4 6 3 7 2 9 2
Vardas50371 Pavarde50371 5 10 3 6 5 7 8 2 2 9
Vardas50372 Pavarde50372 4 2 1 7 10 5 3 10 9 5
Vardas50373 Pavarde50373 10 1 7 5 9 9 3 8 1 4
Vardas50374 Pavarde50374 4 2 6 9 8 8 6 10 8 2
Vardas50375 Pavarde50375 9 6 2 4 4 3 1 1 1 2
Vardas50376 Pavarde50376 3 4 6 3 1 7 7 8 10 10
Vardas50377 Pavarde50377 7 2 2 10 7 10 3 2 6 6
Vardas50378 Pavarde50378 8 9 4 3 3 2 6 2 1 1
Vardas50379 Pavarde50379 9 10 8 9 5 10 5 4 7 9
Vardas50380 Pavarde50380 4 7 10 5 3 5 2 9 4 2
Vardas50381 Pavarde50381 10 1 2 7 3 7 8 3 2 7
Vardas50382 Pavarde50382 4 9 1 4 6 4 10 4 7 9
Vardas50383 Pavarde50383 2 2 5 4 3 2 4 2 5 7
Vardas50384 Pavarde50384 9 1 6 5 6 9 5 1 6 8
Vardas50385 Pavarde50385 1 1 2 1 9 1 5 6 1 1
Vardas50386 Pavarde50386 7 8 8 6 3 3 7 2 3 1
Vardas50387 Pavarde50387 2 10 7 3 8 4 10 9 9 2
Vardas50388 Pavarde50388 9 6 3 6 4 9 1 3 10 4
Vardas50389 Pavarde50389 10 1 6 1 9 8 10 3 6 2
Vardas50390 Pavarde50390 3 8 3 10 3 1 10 5 10 8
Vardas50391 Pavarde50391 8 4 1 7 4 8 4 2 2 3
Vardas50392 Pavarde50392 8 7 4 6 10 8 3 9 6 7
Vardas50393 Pavarde50393 7 1 4 4 2 9 10 5 9 9
Vardas50394 Pavarde50394 5 9 4 3 8 6 4 1 8 6
Vardas50395 Pavarde50395 6 5 3 8 3 5 2 2 7 3
Vardas50396 Pavarde50396 6 7 2 2 7 2 4 5 10 5
Vardas50397 Pavarde50397 5 10 8 2 2 3 5 6 6 4
Vardas50398 Pavarde50398 3 6 3 10 1 1 3 4 7 3
Vardas50399 Pavarde50399 3 7 2 3 1 4 10 4 7 8
Vardas50400 Pavarde50400 3 8 9 10 8 4 8 10 1 4
Vardas50401 Pavarde50401 3 8 6 10 9 3 4 5 5 5
Vardas50402 Pavarde50402 8 7 6 5 2 2 5 8 2 1
Vardas50403 Pavarde50403 2 3 2 10 5 6 4 10 9 4
Vardas50404 Pavarde50404 2 1 7 10 2 3 3 3 5 3
Vardas50405 Pavarde50405 9 2 6 1 4 4 1 6 10 9
Vardas50406 Pavarde50406 9 1 9 10 5 8 8 5 9 6
Vardas50407 Pavarde50407 9 1 3 9 7 7 9 9 6 6
Vardas50408 Pavarde50408 1 3 1 10 1 1 1 4 2 5
Vardas50409 Pavarde50409 5 3 3 6 9 4 9 10 7 8
Vardas50410 Pavarde50410 2 2 3 4 3 7 1 3 9 1
Vardas50411 Pavarde50411 5 5 9 7 9 2 4 8 3 3
Vardas50412 Pavarde50412 5 4 6 1 10 8 10 9 10 10
Vardas50413 Pavarde50413 1 6 6 2 1 3 6 1 8 5
Vardas50414 Pavarde50414 2 5 4 9 10 6 5 6 2 2
Vardas50415 Pavarde50415 1 1 1 6 10 5 9 9 4 1
Vardas50416 Pavarde50416 10 5 2 10 3 10 3 8 1 3
Vardas50417 Pavarde50417 10 5 4 6 3 8 10 9 4 4
